name,platform,system_type,agent_type,asset_owner,visible_name,auth_scan_status,last_discovered_time,logged_user_time,logged_in_user,asset_logon_user,asset_logon_time,auto_update,cred_id,snmp_cred_id,os_name,os_model,os_full_name,os_version,os_build,os_patches,os_install_date,os_autoupdate,os_vendor,snmp_info,codename,ip,ip_extra,asset_type,is_firewall,domain,kernel,unique_id,host_name,architecture,cpu_core,discovered,icon,status,hardware_model,importance,serial_number,mac,manufacturer,physical_memory,uptime,asset_category,last_reset_time,is_deprecated,deprecated_time,discovered_protocols,custom_profile_id,tags,manual_tags,agent_id,company_id,tenantid,id,created,updated,discoverysettings_id,last_ping_time,scan_status,ad_check,configuration_id,install_required_patches,full_os_build,finger_print,is_allowed,is_oval,asset_id,company_id__1,tenantid__1,vul_id,name__1,description,severity,base_score,exploitability_score,impact_score,epss_score,fix,url,problem_group_id,evidence,is_confirmed,is_suppressed,id__1,created__1,updated__1,suppressed_till,is_remediated,remediated_on
CCNS-DC7,windows,,LIGHTWEIGHT,,,True,2025-01-24 08:05:26.872748,,,,,,,,Microsoft Windows Server 2022 Standard,,,10.0.20348,20348,"[""5041948"", ""5042881"", ""5043167"", ""925673"", ""2538243"", ""2565063"", ""5037570"", ""5040711"", """", ""5042349"", ""890830""]",1691513178,Error,,{},Microsoft Windows Server 2022 Standard,10.0.0.3,,discovered,False,,10.0.20348.2694,"[""ccns-dc7"", ""d0:27:88:e6:0e:a2""]",CCNS-DC7.ad.mycybercns.com,64-bit,2,2025-01-20 07:03:50.169206,windows.svg,True,AT-7000 Series,25,THF10V040533000010,d0:27:88:e6:0e:a2,Foxconn,8589934592,2665100,,2025-01-23 18:52:23.152136,False,,"[{""status"": true, ""protocol"": ""LIGHTWEIGHT"", ""credential_id"": """"}]",,"{'Asset Type': ['Server'], 'Scan Status': ['Scanned'], 'Windows11Compatible': []}",{},3972,9624,241996091870937089,39195,2025-01-20 07:03:50.169206,2025-01-24 08:05:26.872748,,2025-01-24 08:05:26.872748,True,Domain Controller,,,20348.2700,{},True,False,39195,9624,241996091870937089,Event-Log-Crasher,Event-Log-Crasher,"Proof of concept for a bug, that allows any user to crash the Windows Event Log service of any other Windows 10/Windows Server 2022 machine on the same domain. The crash occurs in wevtsvc!VerifyUnicodeString when an attacker sends a malformed UNICODE_STRING object to the ElfrRegisterEventSourceW method exposed by the RPC-based EventLog Remoting Protocol.",Medium,6.4,6.4,6.4,0.0,Unofficial security patches,,3,Windows Server 2022 is vulnerable to the Event-Log-Crasher,False,False,98374,2025-01-24 03:54:51.516380,2025-01-24 03:54:51.516380,,False,
WIN-B4FGOT8OSFM,windows,,LIGHTWEIGHT,,,True,2025-01-24 08:43:35.590117,1737694302,Administrator,,,,,,Microsoft Windows Server 2022 Standard Evaluation,,,10.0.20348,20348,"[""5041948"", ""5048654"", ""5043167"", ""5044414"", ""4052623"", ""5042349"", ""890830"", ""2267602""]",1719405545,Error,,{},Microsoft Windows Server 2022 Standard Evaluation,10.0.0.211,,discovered,False,,10.0.20348.2965,"[""win-b4fgot8osfm"", ""vmware-56 4d d7 a2 46 f8 f6 ef-e0 b9 52 48 7a 2c 9c 5f"", ""a2d74d56-f846-eff6-e0b9-52487a2c9c5f"", ""00:0c:29:2c:9c:5f""]",WIN-B4FGOT8OSFM.bananna.com,64-bit,4,2025-01-23 07:24:35.292007,windows.svg,True,VMware Virtual Platform,25,VMware-56 4d d7 a2 46 f8 f6 ef-e0 b9 52 48 7a 2c 9c 5f,00:0c:29:2c:9c:5f,"VMware, Inc.",6077546496,93988,,2025-01-23 07:24:37.791358,False,,"[{""status"": true, ""protocol"": ""LIGHTWEIGHT"", ""credential_id"": """"}]",,"{'JAKKA': ['JAOOO'], 'PUNHA': ['YEIL'], 'Asset Type': ['Server'], 'aaaaaaaaaa': ['aaaaaaaaaaaa'], 'Scan Status': ['Scanned'], 'Windows11Compatible': []}",{},4021,9549,241996091870937089,39458,2025-01-23 07:24:35.292007,2025-01-24 08:43:35.590117,,2025-01-24 08:43:35.590117,True,Domain Controller,,,20348.2966,{},True,False,39458,9549,241996091870937089,CVE-2018-3639,Speculative Store Bypass,"Systems with microprocessors utilizing speculative execution and speculative execution of memory reads before the addresses of all prior memory writes are known may allow unauthorized disclosure of information to an attacker with local user access via a side-channel analysis, aka Speculative Store Bypass (SSB), Variant 4.",Medium,5.5,1.8,3.6,0.00771,Enable Windows mitigation,https://support.microsoft.com/help/4073119,3.0,Check performed: Speculative Store Bypass\nHardware vulnerable: True\nWindows mitigation enabled: False\nHardware is vulnerable to speculative store bypass: True\nWindows OS support for speculative store bypass disable is present: True\nWindows OS support for speculative store bypass disable is enabled system-wide: False,True,False,98062,2025-01-23 07:24:39.890336,2025-01-23 07:24:39.890338,,False,
WIN-B4FGOT8OSFM,windows,,LIGHTWEIGHT,,,True,2025-01-24 08:43:35.590117,1737694302,Administrator,,,,,,Microsoft Windows Server 2022 Standard Evaluation,,,10.0.20348,20348,"[""5041948"", ""5048654"", ""5043167"", ""5044414"", ""4052623"", ""5042349"", ""890830"", ""2267602""]",1719405545,Error,,{},Microsoft Windows Server 2022 Standard Evaluation,10.0.0.211,,discovered,False,,10.0.20348.2965,"[""win-b4fgot8osfm"", ""vmware-56 4d d7 a2 46 f8 f6 ef-e0 b9 52 48 7a 2c 9c 5f"", ""a2d74d56-f846-eff6-e0b9-52487a2c9c5f"", ""00:0c:29:2c:9c:5f""]",WIN-B4FGOT8OSFM.bananna.com,64-bit,4,2025-01-23 07:24:35.292007,windows.svg,True,VMware Virtual Platform,25,VMware-56 4d d7 a2 46 f8 f6 ef-e0 b9 52 48 7a 2c 9c 5f,00:0c:29:2c:9c:5f,"VMware, Inc.",6077546496,93988,,2025-01-23 07:24:37.791358,False,,"[{""status"": true, ""protocol"": ""LIGHTWEIGHT"", ""credential_id"": """"}]",,"{'JAKKA': ['JAOOO'], 'PUNHA': ['YEIL'], 'Asset Type': ['Server'], 'aaaaaaaaaa': ['aaaaaaaaaaaa'], 'Scan Status': ['Scanned'], 'Windows11Compatible': []}",{},4021,9549,241996091870937089,39458,2025-01-23 07:24:35.292007,2025-01-24 08:43:35.590117,,2025-01-24 08:43:35.590117,True,Domain Controller,,,20348.2966,{},True,False,39458,9549,241996091870937089,CVE-2018-12126,Microarchitectural Data Sampling,Microarchitectural Store Buffer Data Sampling (MSBDS): Store buffers on some microprocessors utilizing speculative execution may allow an authenticated user to potentially enable information disclosure via a side channel with local access. A list of impacted products can be found here: https://www.intel.com/content/dam/www/public/us/en/documents/corporate-information/SA00233-microcode-update-guidance_05132019.pdf,Medium,5.6,1.1,4.0,0.00077,Enable Windows mitigation,https://support.microsoft.com/help/4073119,3.0,Check performed: Microarchitectural Data Sampling\nHardware vulnerable: True\nWindows mitigation enabled: False\nHardware is vulnerable to MDS: True\nWindows OS support for MDS mitigation is present: True\nWindows OS support for MDS mitigation is enabled: False,True,False,98063,2025-01-23 07:24:39.890342,2025-01-23 07:24:39.890342,,False,
WIN-B4FGOT8OSFM,windows,,LIGHTWEIGHT,,,True,2025-01-24 08:43:35.590117,1737694302,Administrator,,,,,,Microsoft Windows Server 2022 Standard Evaluation,,,10.0.20348,20348,"[""5041948"", ""5048654"", ""5043167"", ""5044414"", ""4052623"", ""5042349"", ""890830"", ""2267602""]",1719405545,Error,,{},Microsoft Windows Server 2022 Standard Evaluation,10.0.0.211,,discovered,False,,10.0.20348.2965,"[""win-b4fgot8osfm"", ""vmware-56 4d d7 a2 46 f8 f6 ef-e0 b9 52 48 7a 2c 9c 5f"", ""a2d74d56-f846-eff6-e0b9-52487a2c9c5f"", ""00:0c:29:2c:9c:5f""]",WIN-B4FGOT8OSFM.bananna.com,64-bit,4,2025-01-23 07:24:35.292007,windows.svg,True,VMware Virtual Platform,25,VMware-56 4d d7 a2 46 f8 f6 ef-e0 b9 52 48 7a 2c 9c 5f,00:0c:29:2c:9c:5f,"VMware, Inc.",6077546496,93988,,2025-01-23 07:24:37.791358,False,,"[{""status"": true, ""protocol"": ""LIGHTWEIGHT"", ""credential_id"": """"}]",,"{'JAKKA': ['JAOOO'], 'PUNHA': ['YEIL'], 'Asset Type': ['Server'], 'aaaaaaaaaa': ['aaaaaaaaaaaa'], 'Scan Status': ['Scanned'], 'Windows11Compatible': []}",{},4021,9549,241996091870937089,39458,2025-01-23 07:24:35.292007,2025-01-24 08:43:35.590117,,2025-01-24 08:43:35.590117,True,Domain Controller,,,20348.2966,{},True,False,39458,9549,241996091870937089,CVE-2018-12127,Microarchitectural Data Sampling,Microarchitectural Load Port Data Sampling (MLPDS): Load ports on some microprocessors utilizing speculative execution may allow an authenticated user to potentially enable information disclosure via a side channel with local access. A list of impacted products can be found here: https://www.intel.com/content/dam/www/public/us/en/documents/corporate-information/SA00233-microcode-update-guidance_05132019.pdf,Medium,5.6,1.1,4.0,0.00077,Enable Windows mitigation,https://support.microsoft.com/help/4073119,3.0,Check performed: Microarchitectural Data Sampling\nHardware vulnerable: True\nWindows mitigation enabled: False\nHardware is vulnerable to MDS: True\nWindows OS support for MDS mitigation is present: True\nWindows OS support for MDS mitigation is enabled: False,True,False,98064,2025-01-23 07:24:39.890345,2025-01-23 07:24:39.890346,,False,
WIN-B4FGOT8OSFM,windows,,LIGHTWEIGHT,,,True,2025-01-24 08:43:35.590117,1737694302,Administrator,,,,,,Microsoft Windows Server 2022 Standard Evaluation,,,10.0.20348,20348,"[""5041948"", ""5048654"", ""5043167"", ""5044414"", ""4052623"", ""5042349"", ""890830"", ""2267602""]",1719405545,Error,,{},Microsoft Windows Server 2022 Standard Evaluation,10.0.0.211,,discovered,False,,10.0.20348.2965,"[""win-b4fgot8osfm"", ""vmware-56 4d d7 a2 46 f8 f6 ef-e0 b9 52 48 7a 2c 9c 5f"", ""a2d74d56-f846-eff6-e0b9-52487a2c9c5f"", ""00:0c:29:2c:9c:5f""]",WIN-B4FGOT8OSFM.bananna.com,64-bit,4,2025-01-23 07:24:35.292007,windows.svg,True,VMware Virtual Platform,25,VMware-56 4d d7 a2 46 f8 f6 ef-e0 b9 52 48 7a 2c 9c 5f,00:0c:29:2c:9c:5f,"VMware, Inc.",6077546496,93988,,2025-01-23 07:24:37.791358,False,,"[{""status"": true, ""protocol"": ""LIGHTWEIGHT"", ""credential_id"": """"}]",,"{'JAKKA': ['JAOOO'], 'PUNHA': ['YEIL'], 'Asset Type': ['Server'], 'aaaaaaaaaa': ['aaaaaaaaaaaa'], 'Scan Status': ['Scanned'], 'Windows11Compatible': []}",{},4021,9549,241996091870937089,39458,2025-01-23 07:24:35.292007,2025-01-24 08:43:35.590117,,2025-01-24 08:43:35.590117,True,Domain Controller,,,20348.2966,{},True,False,39458,9549,241996091870937089,CVE-2018-12130,Microarchitectural Data Sampling,Microarchitectural Fill Buffer Data Sampling (MFBDS): Fill buffers on some microprocessors utilizing speculative execution may allow an authenticated user to potentially enable information disclosure via a side channel with local access. A list of impacted products can be found here: https://www.intel.com/content/dam/www/public/us/en/documents/corporate-information/SA00233-microcode-update-guidance_05132019.pdf,Medium,5.6,1.1,4.0,0.00077,Enable Windows mitigation,https://support.microsoft.com/help/4073119,3.0,Check performed: Microarchitectural Data Sampling\nHardware vulnerable: True\nWindows mitigation enabled: False\nHardware is vulnerable to MDS: True\nWindows OS support for MDS mitigation is present: True\nWindows OS support for MDS mitigation is enabled: False,True,False,98065,2025-01-23 07:24:39.890349,2025-01-23 07:24:39.890349,,False,
DESKTOP-SI6HCLS,windows,,LIGHTWEIGHT,,,,2025-01-23 09:57:43.104389,,,,,,,,Microsoft Windows 10 Pro,,,10.0.19045,19045,"[""5049621"", ""5045936"", ""5000736"", ""5011048"", ""5015684"", ""5020683"", ""5033052"", ""5049981"", ""5046823"", ""5050388"", ""5001405"", ""4052623"", ""5001716"", ""890830"", ""5050188"", ""2267602"", ""4023057""]",1736144322,Good,,[],Microsoft Windows 10 Pro,10.0.1.87,,discovered,False,,10.0.19041.5369,"[""desktop-si6hcls"", ""756a4d56-abd0-6f1b-a252-5bbdf54bfafc"", ""vmware-56 4d 6a 75 d0 ab 1b 6f-a2 52 5b bd f5 4b fa fc"", ""00:0c:29:4b:fa:fc"", ""desktop-si6hcls""]",DESKTOP-SI6HCLS,64-bit,3,2025-01-22 06:42:56.567237,windows.svg,True,VMware Virtual Platform,25,VMware-56 4d 6a 75 d0 ab 1b 6f-a2 52 5b bd f5 4b fa fc,00:0c:29:4b:fa:fc,,4349493248,649,,,False,,[],,"{'hem': ['hem'], 'key2': ['val3'], 'test2': ['6'], 'TagXYZ': ['TagXYZValue'], 'Asset Type': ['NOTAGS'], 'compatible': ['100'], 'Scan Status': ['Not Scanned'], 'zzzzzzzzzzzzzzz': ['zzzzzzzzzzzzzzz']}",{},3951,9615,241996091870937089,39315,2025-01-22 06:42:56.567237,2025-01-23 09:57:43.104389,,2025-01-23 09:57:43.104389,True,WorkGroup,,,19045.5371,{},True,False,39315,9615,241996091870937089,CVE-2018-12126,Microarchitectural Data Sampling,Microarchitectural Store Buffer Data Sampling (MSBDS): Store buffers on some microprocessors utilizing speculative execution may allow an authenticated user to potentially enable information disclosure via a side channel with local access. A list of impacted products can be found here: https://www.intel.com/content/dam/www/public/us/en/documents/corporate-information/SA00233-microcode-update-guidance_05132019.pdf,Medium,5.6,1.1,4.0,0.00077,Enable Windows mitigation,https://support.microsoft.com/help/4073119,3.0,Check performed: Microarchitectural Data Sampling\nHardware vulnerable: True\nWindows mitigation enabled: False\nHardware is vulnerable to MDS: True\nWindows OS support for MDS mitigation is present: True\nWindows OS support for MDS mitigation is enabled: False,True,False,97712,2025-01-22 06:43:00.321423,2025-01-22 06:43:00.321423,,False,
DESKTOP-SI6HCLS,windows,,LIGHTWEIGHT,,,,2025-01-23 09:57:43.104389,,,,,,,,Microsoft Windows 10 Pro,,,10.0.19045,19045,"[""5049621"", ""5045936"", ""5000736"", ""5011048"", ""5015684"", ""5020683"", ""5033052"", ""5049981"", ""5046823"", ""5050388"", ""5001405"", ""4052623"", ""5001716"", ""890830"", ""5050188"", ""2267602"", ""4023057""]",1736144322,Good,,[],Microsoft Windows 10 Pro,10.0.1.87,,discovered,False,,10.0.19041.5369,"[""desktop-si6hcls"", ""756a4d56-abd0-6f1b-a252-5bbdf54bfafc"", ""vmware-56 4d 6a 75 d0 ab 1b 6f-a2 52 5b bd f5 4b fa fc"", ""00:0c:29:4b:fa:fc"", ""desktop-si6hcls""]",DESKTOP-SI6HCLS,64-bit,3,2025-01-22 06:42:56.567237,windows.svg,True,VMware Virtual Platform,25,VMware-56 4d 6a 75 d0 ab 1b 6f-a2 52 5b bd f5 4b fa fc,00:0c:29:4b:fa:fc,,4349493248,649,,,False,,[],,"{'hem': ['hem'], 'key2': ['val3'], 'test2': ['6'], 'TagXYZ': ['TagXYZValue'], 'Asset Type': ['NOTAGS'], 'compatible': ['100'], 'Scan Status': ['Not Scanned'], 'zzzzzzzzzzzzzzz': ['zzzzzzzzzzzzzzz']}",{},3951,9615,241996091870937089,39315,2025-01-22 06:42:56.567237,2025-01-23 09:57:43.104389,,2025-01-23 09:57:43.104389,True,WorkGroup,,,19045.5371,{},True,False,39315,9615,241996091870937089,CVE-2018-12127,Microarchitectural Data Sampling,Microarchitectural Load Port Data Sampling (MLPDS): Load ports on some microprocessors utilizing speculative execution may allow an authenticated user to potentially enable information disclosure via a side channel with local access. A list of impacted products can be found here: https://www.intel.com/content/dam/www/public/us/en/documents/corporate-information/SA00233-microcode-update-guidance_05132019.pdf,Medium,5.6,1.1,4.0,0.00077,Enable Windows mitigation,https://support.microsoft.com/help/4073119,3.0,Check performed: Microarchitectural Data Sampling\nHardware vulnerable: True\nWindows mitigation enabled: False\nHardware is vulnerable to MDS: True\nWindows OS support for MDS mitigation is present: True\nWindows OS support for MDS mitigation is enabled: False,True,False,97713,2025-01-22 06:43:00.321427,2025-01-22 06:43:00.321427,,False,
WIN-B4FGOT8OSFM,windows,,LIGHTWEIGHT,,,True,2025-01-24 08:43:35.590117,1737694302,Administrator,,,,,,Microsoft Windows Server 2022 Standard Evaluation,,,10.0.20348,20348,"[""5041948"", ""5048654"", ""5043167"", ""5044414"", ""4052623"", ""5042349"", ""890830"", ""2267602""]",1719405545,Error,,{},Microsoft Windows Server 2022 Standard Evaluation,10.0.0.211,,discovered,False,,10.0.20348.2965,"[""win-b4fgot8osfm"", ""vmware-56 4d d7 a2 46 f8 f6 ef-e0 b9 52 48 7a 2c 9c 5f"", ""a2d74d56-f846-eff6-e0b9-52487a2c9c5f"", ""00:0c:29:2c:9c:5f""]",WIN-B4FGOT8OSFM.bananna.com,64-bit,4,2025-01-23 07:24:35.292007,windows.svg,True,VMware Virtual Platform,25,VMware-56 4d d7 a2 46 f8 f6 ef-e0 b9 52 48 7a 2c 9c 5f,00:0c:29:2c:9c:5f,"VMware, Inc.",6077546496,93988,,2025-01-23 07:24:37.791358,False,,"[{""status"": true, ""protocol"": ""LIGHTWEIGHT"", ""credential_id"": """"}]",,"{'JAKKA': ['JAOOO'], 'PUNHA': ['YEIL'], 'Asset Type': ['Server'], 'aaaaaaaaaa': ['aaaaaaaaaaaa'], 'Scan Status': ['Scanned'], 'Windows11Compatible': []}",{},4021,9549,241996091870937089,39458,2025-01-23 07:24:35.292007,2025-01-24 08:43:35.590117,,2025-01-24 08:43:35.590117,True,Domain Controller,,,20348.2966,{},True,False,39458,9549,241996091870937089,CVE-2019-11091,Microarchitectural Data Sampling,Microarchitectural Data Sampling Uncacheable Memory (MDSUM): Uncacheable memory on some microprocessors utilizing speculative execution may allow an authenticated user to potentially enable information disclosure via a side channel with local access. A list of impacted products can be found here: https://www.intel.com/content/dam/www/public/us/en/documents/corporate-information/SA00233-microcode-update-guidance_05132019.pdf,Medium,5.6,1.1,4.0,0.00096,Enable Windows mitigation,https://support.microsoft.com/help/4073119,3.0,Check performed: Microarchitectural Data Sampling\nHardware vulnerable: True\nWindows mitigation enabled: False\nHardware is vulnerable to MDS: True\nWindows OS support for MDS mitigation is present: True\nWindows OS support for MDS mitigation is enabled: False,True,False,98066,2025-01-23 07:24:39.890354,2025-01-23 07:24:39.890354,,False,
DESKTOP-SI6HCLS,windows,,LIGHTWEIGHT,,,,2025-01-23 09:57:43.104389,,,,,,,,Microsoft Windows 10 Pro,,,10.0.19045,19045,"[""5049621"", ""5045936"", ""5000736"", ""5011048"", ""5015684"", ""5020683"", ""5033052"", ""5049981"", ""5046823"", ""5050388"", ""5001405"", ""4052623"", ""5001716"", ""890830"", ""5050188"", ""2267602"", ""4023057""]",1736144322,Good,,[],Microsoft Windows 10 Pro,10.0.1.87,,discovered,False,,10.0.19041.5369,"[""desktop-si6hcls"", ""756a4d56-abd0-6f1b-a252-5bbdf54bfafc"", ""vmware-56 4d 6a 75 d0 ab 1b 6f-a2 52 5b bd f5 4b fa fc"", ""00:0c:29:4b:fa:fc"", ""desktop-si6hcls""]",DESKTOP-SI6HCLS,64-bit,3,2025-01-22 06:42:56.567237,windows.svg,True,VMware Virtual Platform,25,VMware-56 4d 6a 75 d0 ab 1b 6f-a2 52 5b bd f5 4b fa fc,00:0c:29:4b:fa:fc,,4349493248,649,,,False,,[],,"{'hem': ['hem'], 'key2': ['val3'], 'test2': ['6'], 'TagXYZ': ['TagXYZValue'], 'Asset Type': ['NOTAGS'], 'compatible': ['100'], 'Scan Status': ['Not Scanned'], 'zzzzzzzzzzzzzzz': ['zzzzzzzzzzzzzzz']}",{},3951,9615,241996091870937089,39315,2025-01-22 06:42:56.567237,2025-01-23 09:57:43.104389,,2025-01-23 09:57:43.104389,True,WorkGroup,,,19045.5371,{},True,False,39315,9615,241996091870937089,CVE-2018-12130,Microarchitectural Data Sampling,Microarchitectural Fill Buffer Data Sampling (MFBDS): Fill buffers on some microprocessors utilizing speculative execution may allow an authenticated user to potentially enable information disclosure via a side channel with local access. A list of impacted products can be found here: https://www.intel.com/content/dam/www/public/us/en/documents/corporate-information/SA00233-microcode-update-guidance_05132019.pdf,Medium,5.6,1.1,4.0,0.00077,Enable Windows mitigation,https://support.microsoft.com/help/4073119,3.0,Check performed: Microarchitectural Data Sampling\nHardware vulnerable: True\nWindows mitigation enabled: False\nHardware is vulnerable to MDS: True\nWindows OS support for MDS mitigation is present: True\nWindows OS support for MDS mitigation is enabled: False,True,False,97714,2025-01-22 06:43:00.321432,2025-01-22 06:43:00.321433,,False,
DESKTOP-261DKMI,windows,,LIGHTWEIGHT,,,True,2025-01-24 08:08:33.136544,1737704001,Hash,,,,,,Microsoft Windows 10 Pro,,,10.0.19045,19045,"[""5049613"", ""5015684"", ""5033052"", ""5049981"", ""5014032"", ""5025315"", ""5046823"", ""5050388"", ""4052623"", ""5001716"", ""890830"", ""5050188"", ""2267602"", ""4023057""]",1736227690,Good,,{},Microsoft Windows 10 Pro,10.0.1.15,,discovered,False,,10.0.19041.2965,"[""desktop-261dkmi"", ""00:0c:29:7a:7b:4c""]",DESKTOP-261DKMI,64-bit,3,2025-01-24 06:05:42.096807,windows.svg,True,VMware Virtual Platform,25,VMware-56 4d 39 29 c6 fa 31 a7-7c 05 e3 50 93 7a 7b 4c,00:0c:29:7a:7b:4c,"VMware, Inc.",4294967296,87204,,2025-01-24 06:05:45.920216,False,,"[{""status"": true, ""protocol"": ""LIGHTWEIGHT"", ""credential_id"": """"}]",,"{'hem': ['hem'], 'key2': ['val3'], 'test2': ['6'], 'TagXYZ': ['TagXYZValue'], 'Asset Type': ['Workstation'], 'compatible': ['100'], 'Scan Status': ['Scanned'], 'zzzzzzzzzzzzzzz': ['zzzzzzzzzzzzzzz'], 'Windows11Compatible': ['false']}",{},4028,9648,241996091870937089,39998,2025-01-24 06:05:42.096807,2025-01-24 08:08:33.136544,,2025-01-24 08:08:33.136544,True,WorkGroup,,"[""KB5011048""]",19045.2965,{},True,False,39998,9648,241996091870937089,CVE-2013-3900,WinVerifyTrust Signature Validation Vulnerability,WinVerifyTrust Signature Validation Vulnerability,High,7.4,7.4,7.4,0.23734,Add WinVerifyTrust Signature,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2013-3900,2,"Registry key : 'HKEY_LOCAL_MACHINE\Software\Wow6432Node\Microsoft\Cryptography\Wintrust\Config\EnableCertPaddingCheck' , Value : 0",True,False,98417,2025-01-24 07:08:43.070215,2025-01-24 07:08:43.070215,,False,
DESKTOP-SI6HCLS,windows,,LIGHTWEIGHT,,,,2025-01-23 09:57:43.104389,,,,,,,,Microsoft Windows 10 Pro,,,10.0.19045,19045,"[""5049621"", ""5045936"", ""5000736"", ""5011048"", ""5015684"", ""5020683"", ""5033052"", ""5049981"", ""5046823"", ""5050388"", ""5001405"", ""4052623"", ""5001716"", ""890830"", ""5050188"", ""2267602"", ""4023057""]",1736144322,Good,,[],Microsoft Windows 10 Pro,10.0.1.87,,discovered,False,,10.0.19041.5369,"[""desktop-si6hcls"", ""756a4d56-abd0-6f1b-a252-5bbdf54bfafc"", ""vmware-56 4d 6a 75 d0 ab 1b 6f-a2 52 5b bd f5 4b fa fc"", ""00:0c:29:4b:fa:fc"", ""desktop-si6hcls""]",DESKTOP-SI6HCLS,64-bit,3,2025-01-22 06:42:56.567237,windows.svg,True,VMware Virtual Platform,25,VMware-56 4d 6a 75 d0 ab 1b 6f-a2 52 5b bd f5 4b fa fc,00:0c:29:4b:fa:fc,,4349493248,649,,,False,,[],,"{'hem': ['hem'], 'key2': ['val3'], 'test2': ['6'], 'TagXYZ': ['TagXYZValue'], 'Asset Type': ['NOTAGS'], 'compatible': ['100'], 'Scan Status': ['Not Scanned'], 'zzzzzzzzzzzzzzz': ['zzzzzzzzzzzzzzz']}",{},3951,9615,241996091870937089,39315,2025-01-22 06:42:56.567237,2025-01-23 09:57:43.104389,,2025-01-23 09:57:43.104389,True,WorkGroup,,,19045.5371,{},True,False,39315,9615,241996091870937089,CVE-2019-11091,Microarchitectural Data Sampling,Microarchitectural Data Sampling Uncacheable Memory (MDSUM): Uncacheable memory on some microprocessors utilizing speculative execution may allow an authenticated user to potentially enable information disclosure via a side channel with local access. A list of impacted products can be found here: https://www.intel.com/content/dam/www/public/us/en/documents/corporate-information/SA00233-microcode-update-guidance_05132019.pdf,Medium,5.6,1.1,4.0,0.00096,Enable Windows mitigation,https://support.microsoft.com/help/4073119,3.0,Check performed: Microarchitectural Data Sampling\nHardware vulnerable: True\nWindows mitigation enabled: False\nHardware is vulnerable to MDS: True\nWindows OS support for MDS mitigation is present: True\nWindows OS support for MDS mitigation is enabled: False,True,False,97715,2025-01-22 06:43:00.321438,2025-01-22 06:43:00.321438,,False,
DESKTOP-SI6HCLS,windows,,LIGHTWEIGHT,,,,2025-01-23 09:57:43.104389,,,,,,,,Microsoft Windows 10 Pro,,,10.0.19045,19045,"[""5049621"", ""5045936"", ""5000736"", ""5011048"", ""5015684"", ""5020683"", ""5033052"", ""5049981"", ""5046823"", ""5050388"", ""5001405"", ""4052623"", ""5001716"", ""890830"", ""5050188"", ""2267602"", ""4023057""]",1736144322,Good,,[],Microsoft Windows 10 Pro,10.0.1.87,,discovered,False,,10.0.19041.5369,"[""desktop-si6hcls"", ""756a4d56-abd0-6f1b-a252-5bbdf54bfafc"", ""vmware-56 4d 6a 75 d0 ab 1b 6f-a2 52 5b bd f5 4b fa fc"", ""00:0c:29:4b:fa:fc"", ""desktop-si6hcls""]",DESKTOP-SI6HCLS,64-bit,3,2025-01-22 06:42:56.567237,windows.svg,True,VMware Virtual Platform,25,VMware-56 4d 6a 75 d0 ab 1b 6f-a2 52 5b bd f5 4b fa fc,00:0c:29:4b:fa:fc,,4349493248,649,,,False,,[],,"{'hem': ['hem'], 'key2': ['val3'], 'test2': ['6'], 'TagXYZ': ['TagXYZValue'], 'Asset Type': ['NOTAGS'], 'compatible': ['100'], 'Scan Status': ['Not Scanned'], 'zzzzzzzzzzzzzzz': ['zzzzzzzzzzzzzzz']}",{},3951,9615,241996091870937089,39315,2025-01-22 06:42:56.567237,2025-01-23 09:57:43.104389,,2025-01-23 09:57:43.104389,True,WorkGroup,,,19045.5371,{},True,False,39315,9615,241996091870937089,CVE-2020-0550,Shared Buffers Data Read,Improper data forwarding in some data cache for some Intel(R) Processors may allow an authenticated user to potentially enable information disclosure via local access. The list of affected products is provided in intel-sa-00330: https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-00330.html,Medium,5.6,1.1,4.0,0.00044,Enable Windows mitigation,https://support.microsoft.com/help/4073119,3.0,Check performed: Shared Buffers Data Read\nHardware vulnerable: True\nWindows mitigation enabled: False\nHardware is vulnerable to SSDP/FBSDP/PSDP: True\nWindows OS support for SSDP/FBSDP/PSDP mitigation is present: True\nWindows OS support for SSDP/FBSDP/PSDP mitigation is enabled: False,True,False,97716,2025-01-22 06:43:00.321444,2025-01-22 06:43:00.321445,,False,
