problem_name,problem_id,is_suppressed,suppressed_till,evidence,is_confirmed,product,fix,url
CVE-2024-45027,15016309_0,False,placeholder,placeholder,True,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,https://ubuntu_com/security/CVE-2024-45027
CVE-2024-46797,20353636_0,False,placeholder,placeholder,True,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,https://ubuntu_com/security/CVE-2024-46797
CVE-2023-50229,1090752_0,False,placeholder,placeholder,True,USN-7222-1 -- BlueZ vulnerabilities,USN-7222-1 -- BlueZ vulnerabilities,https://ubuntu_com/security/CVE-2023-50229
CVE-2019-11756,1142666_0,False,placeholder,placeholder,True,bug fix,RHSA-2020:4076,https://access_redhat_com/errata/RHSA-2020:4076
CVE-2024-42079,7008921_0,False,placeholder,placeholder,True,RHSA-2024:8856: kernel security update (Moderate),RHSA-2024:8856,https://access_redhat_com/errata/RHSA-2024:8856
CVE-2020-25717,1060440_0,False,placeholder,placeholder,True,RHSA-2021:5192: samba security and bug fix update (Important),RHSA-2021:5192,https://access_redhat_com/errata/RHSA-2021:5192
CVE-2024-46765,31578940_0,False,placeholder,placeholder,True,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,https://ubuntu_com/security/CVE-2024-46765
CVE-2021-29650,126835_0,False,placeholder,placeholder,True,RHSA-2021:3327: kernel security and bug fix update (Important),RHSA-2021:3327,https://access_redhat_com/errata/RHSA-2021:3327
CVE-2024-46826,31579441_0,False,placeholder,placeholder,True,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,https://ubuntu_com/security/CVE-2024-46826
CVE-2020-25212,1068586_0,False,placeholder,placeholder,True,RHSA-2020:5437: kernel security and bug fix update (Important),RHSA-2020:5437,https://access_redhat_com/errata/RHSA-2020:5437
CVE-2022-25236,71046_0,False,placeholder,placeholder,True,RHSA-2022:0824: firefox security and bug fix update (Critical),RHSA-2022:0824,https://access_redhat_com/errata/RHSA-2022:0824
CVE-2022-23482,198592_0,False,placeholder,placeholder,True,USN-6474-1 -- xrdp vulnerabilities,USN-6474-1 -- xrdp vulnerabilities,https://ubuntu_com/security/CVE-2022-23482
CVE-2022-23483,31406713_0,False,placeholder,placeholder,True,USN-6474-1 -- xrdp vulnerabilities,USN-6474-1 -- xrdp vulnerabilities,https://ubuntu_com/security/CVE-2022-23483
CVE-2024-29944,6467121_0,False,placeholder,placeholder,True,RHSA-2024:1486: firefox security update (Critical),RHSA-2024:1486,https://access_redhat_com/errata/RHSA-2024:1486
CVE-2024-2611,31377538_0,False,placeholder,placeholder,True,RHSA-2024:1486: firefox security update (Critical),RHSA-2024:1486,https://access_redhat_com/errata/RHSA-2024:1486
CVE-2022-21443,73318_0,False,placeholder,placeholder,True,RHSA-2022:1487: java-1_8_0-openjdk security,RHSA-2022:1487,https://access_redhat_com/errata/RHSA-2022:1487
CVE-2020-14362,1123918_0,False,placeholder,placeholder,True,RHSA-2020:4910: xorg-x11-server security update (Important),RHSA-2020:4910,https://access_redhat_com/errata/RHSA-2020:4910
CVE-2022-42928,1264297_0,False,placeholder,placeholder,True,RHSA-2022:7069: firefox security update (Important),RHSA-2022:7069,https://access_redhat_com/errata/RHSA-2022:7069
CVE-2024-47777,28884293_0,False,placeholder,placeholder,True,USN-7176-1 -- GStreamer Good Plugins vulnerabilities,USN-7176-1 -- GStreamer Good Plugins vulnerabilities,https://ubuntu_com/security/CVE-2024-47777
CVE-2024-46726,20353373_0,False,placeholder,placeholder,True,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,https://ubuntu_com/security/CVE-2024-46726
CVE-2024-43914,7008498_0,False,placeholder,placeholder,True,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,https://ubuntu_com/security/CVE-2024-43914
CVE-2024-42272,31568551_0,False,placeholder,placeholder,True,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,https://ubuntu_com/security/CVE-2024-42272
CVE-2021-35578,141939_0,False,placeholder,placeholder,True,RHSA-2021:3889: java-1_8_0-openjdk security and bug fix update (Important),RHSA-2021:3889,https://access_redhat_com/errata/RHSA-2021:3889
CVE-2020-14781,72629_0,False,placeholder,placeholder,True,RHSA-2020:4350: java-1_8_0-openjdk security and bug fix update (Moderate),RHSA-2020:4350,https://access_redhat_com/errata/RHSA-2020:4350
CVE-2024-43827,31373175_0,False,placeholder,placeholder,True,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,https://ubuntu_com/security/CVE-2024-43827
CVE-2023-49462,1025114_0,False,placeholder,placeholder,True,USN-6847-1 -- libheif vulnerabilities,USN-6847-1 -- libheif vulnerabilities,https://ubuntu_com/security/CVE-2023-49462
CVE-2024-45017,15016272_0,False,placeholder,placeholder,True,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,https://ubuntu_com/security/CVE-2024-45017
CVE-2024-46812,31579423_0,False,placeholder,placeholder,True,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,https://ubuntu_com/security/CVE-2024-46812
CVE-2024-46680,22143729_0,False,placeholder,placeholder,True,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,https://ubuntu_com/security/CVE-2024-46680
CVE-2020-15669,1099094_0,False,placeholder,placeholder,True,RHSA-2020:3556: firefox security update (Important),RHSA-2020:3556,https://access_redhat_com/errata/RHSA-2020:3556
CVE-2020-10029,28320_0,False,placeholder,placeholder,True,RHSA-2021:0348: glibc security and bug fix update (Moderate),RHSA-2021:0348,https://access_redhat_com/errata/RHSA-2021:0348
CVE-2024-4558,31677025_0,False,placeholder,placeholder,True,RHSA-2024:9636: webkit2gtk3 security update (Important),RHSA-2024:9636,https://access_redhat_com/errata/RHSA-2024:9636
CVE-2021-38509,187424_0,False,placeholder,placeholder,True,RHSA-2021:4116: firefox security update (Important),RHSA-2021:4116,https://access_redhat_com/errata/RHSA-2021:4116
CVE-2024-0409,1126447_0,False,placeholder,placeholder,True,RHSA-2024:0320: xorg-x11-server security update (Important),RHSA-2024:0320,https://access_redhat_com/errata/RHSA-2024:0320
CVE-2024-43894,11688905_0,False,placeholder,placeholder,True,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,https://ubuntu_com/security/CVE-2024-43894
CVE-2024-31585,31539107_0,False,placeholder,placeholder,True,USN-6803-1 -- FFmpeg vulnerabilities,USN-6803-1 -- FFmpeg vulnerabilities,https://ubuntu_com/security/CVE-2024-31585
CVE-2020-8698,129171_0,False,placeholder,placeholder,True,RHSA-2020:5083: microcode_ctl security,RHSA-2020:5083,https://access_redhat_com/errata/RHSA-2020:5083
CVE-2024-56827,placeholder,False,placeholder,placeholder,True,USN-7223-1 -- OpenJPEG vulnerabilities,USN-7223-1 -- OpenJPEG vulnerabilities,https://ubuntu_com/security/CVE-2024-56827
CVE-2020-26116,1098630_0,False,placeholder,placeholder,True,RHSA-2022:5235: python security update (Moderate),RHSA-2022:5235,https://access_redhat_com/errata/RHSA-2022:5235
CVE-2024-46719,20353345_0,False,placeholder,placeholder,True,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,https://ubuntu_com/security/CVE-2024-46719
CVE-2024-3859,81696_0,False,placeholder,placeholder,True,RHSA-2024:1910: firefox security update (Important),RHSA-2024:1910,https://access_redhat_com/errata/RHSA-2024:1910
CVE-2023-40546,183578_0,False,placeholder,placeholder,True,RHSA-2024:1959: shim security update (Important),RHSA-2024:1959,https://access_redhat_com/errata/RHSA-2024:1959
CVE-2020-25656,7152_0,False,placeholder,placeholder,True,RHSA-2021:0856: kernel security and bug fix update (Important),RHSA-2021:0856,https://access_redhat_com/errata/RHSA-2021:0856
CVE-2021-42574,1167873_0,False,placeholder,placeholder,True,RHSA-2021:4033: binutils security update (Moderate),RHSA-2021:4033,https://access_redhat_com/errata/RHSA-2021:4033
CVE-2024-46845,31579461_0,False,placeholder,placeholder,True,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,https://ubuntu_com/security/CVE-2024-46845
CVE-2023-34059,1169579_0,False,placeholder,placeholder,True,RHSA-2023:7279: open-vm-tools security update (Important),RHSA-2023:7279,https://access_redhat_com/errata/RHSA-2023:7279
CVE-2024-42298,11688899_0,False,placeholder,placeholder,True,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,https://ubuntu_com/security/CVE-2024-42298
CVE-2023-21968,227146_0,False,placeholder,placeholder,True,RHSA-2023:1904: java-1_8_0-openjdk security and bug fix update (Important),RHSA-2023:1904,https://access_redhat_com/errata/RHSA-2023:1904
CVE-2024-43824,7011187_0,False,placeholder,placeholder,True,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,https://ubuntu_com/security/CVE-2024-43824
CVE-2023-29550,1124896_0,False,placeholder,placeholder,True,RHSA-2023:1791: firefox security update (Important),RHSA-2023:1791,https://access_redhat_com/errata/RHSA-2023:1791
CVE-2024-23918,31596073_0,False,placeholder,placeholder,True,USN-7149-1 -- Intel Microcode vulnerabilities,USN-7149-1 -- Intel Microcode vulnerabilities,https://ubuntu_com/security/CVE-2024-23918
CVE-2024-47597,28884277_0,False,placeholder,placeholder,True,USN-7176-1 -- GStreamer Good Plugins vulnerabilities,USN-7176-1 -- GStreamer Good Plugins vulnerabilities,https://ubuntu_com/security/CVE-2024-47597
CVE-2022-42927,1264296_0,False,placeholder,placeholder,True,RHSA-2022:7069: firefox security update (Important),RHSA-2022:7069,https://access_redhat_com/errata/RHSA-2022:7069
CVE-2022-22748,240266_0,False,placeholder,placeholder,True,RHSA-2022:0124: firefox security update (Important),RHSA-2022:0124,https://access_redhat_com/errata/RHSA-2022:0124
CVE-2024-46717,18365445_0,False,placeholder,placeholder,True,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,https://ubuntu_com/security/CVE-2024-46717
CVE-2024-44943,11644049_0,False,placeholder,placeholder,True,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,https://ubuntu_com/security/CVE-2024-44943
CVE-2024-2609,6979025_0,False,placeholder,placeholder,True,RHSA-2024:1910: firefox security update (Important),RHSA-2024:1910,https://access_redhat_com/errata/RHSA-2024:1910
CVE-2024-46805,24837491_0,False,placeholder,placeholder,True,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,https://ubuntu_com/security/CVE-2024-46805
CVE-2024-46718,18365448_0,False,placeholder,placeholder,True,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,https://ubuntu_com/security/CVE-2024-46718
CVE-2020-8696,129170_0,False,placeholder,placeholder,True,bug fix and enhancement update (Important),RHSA-2021:3028,https://access_redhat_com/errata/RHSA-2021:3028
CVE-2024-35195,2632143_0,False,placeholder,placeholder,True,RHSA-2025:0012: python-requests security update (Moderate),RHSA-2025:0012,https://access_redhat_com/errata/RHSA-2025:0012
CVE-2022-37434,2767_0,False,placeholder,placeholder,True,RHSA-2023:1095: zlib security update (Moderate),RHSA-2023:1095,https://access_redhat_com/errata/RHSA-2023:1095
CVE-2024-42274,4142091_0,False,placeholder,placeholder,True,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,https://ubuntu_com/security/CVE-2024-42274
CVE-2024-46727,31578911_0,False,placeholder,placeholder,True,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,https://ubuntu_com/security/CVE-2024-46727
CVE-2024-42306,4142791_0,False,placeholder,placeholder,True,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,https://ubuntu_com/security/CVE-2024-42306
CVE-2023-25735,1124852_0,False,placeholder,placeholder,True,RHSA-2023:0812: firefox security update (Important),RHSA-2023:0812,https://access_redhat_com/errata/RHSA-2023:0812
CVE-2016-9866,193758_0,False,placeholder,placeholder,True,USN-4843-1 -- phpMyAdmin vulnerabilities,USN-4843-1 -- phpMyAdmin vulnerabilities,https://ubuntu_com/security/CVE-2016-9866
CVE-2022-22737,1264024_0,False,placeholder,placeholder,True,RHSA-2022:0124: firefox security update (Important),RHSA-2022:0124,https://access_redhat_com/errata/RHSA-2022:0124
CVE-2024-41009,7008910_0,False,placeholder,placeholder,True,RHSA-2024:8856: kernel security update (Moderate),RHSA-2024:8856,https://access_redhat_com/errata/RHSA-2024:8856
CVE-2021-30858,1094346_0,False,placeholder,placeholder,True,RHSA-2022:0059: webkitgtk4 security update (Moderate),RHSA-2022:0059,https://access_redhat_com/errata/RHSA-2022:0059
CVE-2024-44948,7008712_0,False,placeholder,placeholder,True,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,https://ubuntu_com/security/CVE-2024-44948
CVE-2022-44940,91000_0,False,placeholder,placeholder,True,USN-6036-1 -- PatchELF vulnerability,USN-6036-1 -- PatchELF vulnerability,https://ubuntu_com/security/CVE-2022-44940
CVE-2019-11719,1123261_0,False,placeholder,placeholder,True,RHSA-2020:4076: nss and nspr security,RHSA-2020:4076,https://access_redhat_com/errata/RHSA-2020:4076
CVE-2020-14314,97328_0,False,placeholder,placeholder,True,RHSA-2020:5437: kernel security and bug fix update (Important),RHSA-2020:5437,https://access_redhat_com/errata/RHSA-2020:5437
CVE-2020-24511,168491_0,False,placeholder,placeholder,True,bug fix and enhancement update (Important),RHSA-2021:3028,https://access_redhat_com/errata/RHSA-2021:3028
CVE-2023-25742,98275_0,False,placeholder,placeholder,True,RHSA-2023:0812: firefox security update (Important),RHSA-2023:0812,https://access_redhat_com/errata/RHSA-2023:0812
CVE-2024-46851,31579467_0,False,placeholder,placeholder,True,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,https://ubuntu_com/security/CVE-2024-46851
CVE-2020-15999,70872_0,False,placeholder,placeholder,True,RHSA-2020:4907: freetype security update (Important),RHSA-2020:4907,https://access_redhat_com/errata/RHSA-2020:4907
CVE-2023-25746,1124864_0,False,placeholder,placeholder,True,RHSA-2023:0812: firefox security update (Important),RHSA-2023:0812,https://access_redhat_com/errata/RHSA-2023:0812
CVE-2024-46784,31578950_0,False,placeholder,placeholder,True,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,https://ubuntu_com/security/CVE-2024-46784
CVE-2022-46342,1263245_0,False,placeholder,placeholder,True,RHSA-2023:0045: tigervnc security update (Important),RHSA-2023:0045,https://access_redhat_com/errata/RHSA-2023:0045
CVE-2024-42320,31373028_0,False,placeholder,placeholder,True,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,https://ubuntu_com/security/CVE-2024-42320
CVE-2019-17023,116633_0,False,placeholder,placeholder,True,and enhancement update (Moderate),RHSA-2020:4076,https://access_redhat_com/errata/RHSA-2020:4076
CVE-2021-23984,126846_0,False,placeholder,placeholder,True,RHSA-2021:0992: firefox security update (Important),RHSA-2021:0992,https://access_redhat_com/errata/RHSA-2021:0992
CVE-2023-24329,1057274_0,False,placeholder,placeholder,True,USN-7180-1 -- Python vulnerabilities,USN-7180-1 -- Python vulnerabilities,https://ubuntu_com/security/CVE-2023-24329
CVE-2021-25804,1081611_0,False,placeholder,placeholder,True,USN-6180-1 -- VLC media player vulnerabilities,USN-6180-1 -- VLC media player vulnerabilities,https://ubuntu_com/security/CVE-2021-25804
CVE-2023-25728,98261_0,False,placeholder,placeholder,True,RHSA-2023:0812: firefox security update (Important),RHSA-2023:0812,https://access_redhat_com/errata/RHSA-2023:0812
CVE-2024-45011,15016257_0,False,placeholder,placeholder,True,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,https://ubuntu_com/security/CVE-2024-45011
CVE-2024-42277,11688898_0,False,placeholder,placeholder,True,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,https://ubuntu_com/security/CVE-2024-42277
CVE-2022-46874,1264351_0,False,placeholder,placeholder,True,RHSA-2022:9072: firefox security update (Important),RHSA-2022:9072,https://access_redhat_com/errata/RHSA-2022:9072
CVE-2023-2828,1223593_0,False,placeholder,placeholder,True,RHSA-2023:4152: bind security update (Important),RHSA-2023:4152,https://access_redhat_com/errata/RHSA-2023:4152
CVE-2023-6857,4222_0,False,placeholder,placeholder,True,RHSA-2024:0026: firefox security update (Important),RHSA-2024:0026,https://access_redhat_com/errata/RHSA-2024:0026
CVE-2024-44296,26161588_0,False,placeholder,placeholder,True,RHSA-2024:9636: webkit2gtk3 security update (Important),RHSA-2024:9636,https://access_redhat_com/errata/RHSA-2024:9636
CVE-2022-22759,240277_0,False,placeholder,placeholder,True,RHSA-2022:0514: firefox security update (Important),RHSA-2022:0514,https://access_redhat_com/errata/RHSA-2022:0514
CVE-2023-21830,196341_0,False,placeholder,placeholder,True,RHSA-2023:0203: java-1_8_0-openjdk security and bug fix update (Moderate),RHSA-2023:0203,https://access_redhat_com/errata/RHSA-2023:0203
CVE-2021-4083,1083180_0,False,placeholder,placeholder,True,bug fix,RHSA-2022:1198,https://access_redhat_com/errata/RHSA-2022:1198
CVE-2023-40217,63604_0,False,placeholder,placeholder,True,RHSA-2023:6885: python security update (Important),RHSA-2023:6885,https://access_redhat_com/errata/RHSA-2023:6885
CVE-2020-29443,161581_0,False,placeholder,placeholder,True,RHSA-2021:2322: qemu-kvm security update (Moderate),RHSA-2021:2322,https://access_redhat_com/errata/RHSA-2021:2322
CVE-2022-21626,81722_0,False,placeholder,placeholder,True,RHSA-2022:7002: java-1_8_0-openjdk security and bug fix update (Moderate),RHSA-2022:7002,https://access_redhat_com/errata/RHSA-2022:7002
CVE-2023-47360,1137238_0,False,placeholder,placeholder,True,USN-6783-1 -- VLC vulnerabilities,USN-6783-1 -- VLC vulnerabilities,https://ubuntu_com/security/CVE-2023-47360
CVE-2022-46878,1264354_0,False,placeholder,placeholder,True,RHSA-2022:9072: firefox security update (Important),RHSA-2022:9072,https://access_redhat_com/errata/RHSA-2022:9072
CVE-2024-46821,31579434_0,False,placeholder,placeholder,True,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,https://ubuntu_com/security/CVE-2024-46821
CVE-2020-16012,29756_0,False,placeholder,placeholder,True,RHSA-2020:5239: firefox security update (Important),RHSA-2020:5239,https://access_redhat_com/errata/RHSA-2020:5239
CVE-2020-8177,1070421_0,False,placeholder,placeholder,True,RHSA-2020:5002: curl security update (Moderate),RHSA-2020:5002,https://access_redhat_com/errata/RHSA-2020:5002
CVE-2023-5171,159455_0,False,placeholder,placeholder,True,RHSA-2023:5477: firefox security update (Important),RHSA-2023:5477,https://access_redhat_com/errata/RHSA-2023:5477
CVE-2022-28289,1264159_0,False,placeholder,placeholder,True,RHSA-2022:1284: firefox security update (Important),RHSA-2022:1284,https://access_redhat_com/errata/RHSA-2022:1284
CVE-2022-46343,1263246_0,False,placeholder,placeholder,True,RHSA-2023:0046: xorg-x11-server security update (Important),RHSA-2023:0046,https://access_redhat_com/errata/RHSA-2023:0046
CVE-2023-6816,99841_0,False,placeholder,placeholder,True,RHSA-2024:0629: tigervnc security update (Important),RHSA-2024:0629,https://access_redhat_com/errata/RHSA-2024:0629
CVE-2024-21853,31596069_0,False,placeholder,placeholder,True,USN-7149-1 -- Intel Microcode vulnerabilities,USN-7149-1 -- Intel Microcode vulnerabilities,https://ubuntu_com/security/CVE-2024-21853
CVE-2024-46787,31373359_0,False,placeholder,placeholder,True,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,https://ubuntu_com/security/CVE-2024-46787
CVE-2017-18264,217205_0,False,placeholder,placeholder,True,USN-4843-1 -- phpMyAdmin vulnerabilities,USN-4843-1 -- phpMyAdmin vulnerabilities,https://ubuntu_com/security/CVE-2017-18264
CVE-2024-44963,28814464_0,False,placeholder,placeholder,True,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,https://ubuntu_com/security/CVE-2024-44963
CVE-2024-33599,109860_0,False,placeholder,placeholder,True,RHSA-2024:3588: glibc security update (Important),RHSA-2024:3588,https://access_redhat_com/errata/RHSA-2024:3588
CVE-2021-23978,1139626_0,False,placeholder,placeholder,True,RHSA-2021:0656: firefox security update (Critical),RHSA-2021:0656,https://access_redhat_com/errata/RHSA-2021:0656
CVE-2024-47544,28884272_0,False,placeholder,placeholder,True,USN-7176-1 -- GStreamer Good Plugins vulnerabilities,USN-7176-1 -- GStreamer Good Plugins vulnerabilities,https://ubuntu_com/security/CVE-2024-47544
CVE-2023-32205,98313_0,False,placeholder,placeholder,True,RHSA-2023:3137: firefox security update (Important),RHSA-2023:3137,https://access_redhat_com/errata/RHSA-2023:3137
CVE-2024-27838,31551869_0,False,placeholder,placeholder,True,RHSA-2024:9636: webkit2gtk3 security update (Important),RHSA-2024:9636,https://access_redhat_com/errata/RHSA-2024:9636
CVE-2019-9942,115195_0,False,placeholder,placeholder,True,USN-5947-1 -- Twig vulnerabilities,USN-5947-1 -- Twig vulnerabilities,https://ubuntu_com/security/CVE-2019-9942
CVE-2024-42316,4919875_0,False,placeholder,placeholder,True,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,https://ubuntu_com/security/CVE-2024-42316
CVE-2022-45411,240501_0,False,placeholder,placeholder,True,RHSA-2022:8552: firefox security update (Important),RHSA-2022:8552,https://access_redhat_com/errata/RHSA-2022:8552
CVE-2023-50387,1096636_0,False,placeholder,placeholder,True,and dhcp security update (Important),RHSA-2024:3741,https://access_redhat_com/errata/RHSA-2024:3741
CVE-2022-41325,1222835_0,False,placeholder,placeholder,True,USN-6180-1 -- VLC media player vulnerabilities,USN-6180-1 -- VLC media player vulnerabilities,https://ubuntu_com/security/CVE-2022-41325
CVE-2021-27364,1074490_0,False,placeholder,placeholder,True,RHSA-2021:1071: kernel security and bug fix update (Important),RHSA-2021:1071,https://access_redhat_com/errata/RHSA-2021:1071
CVE-2022-22747,240265_0,False,placeholder,placeholder,True,RHSA-2022:0124: firefox security update (Important),RHSA-2022:0124,https://access_redhat_com/errata/RHSA-2022:0124
CVE-2021-3933,134746_0,False,placeholder,placeholder,True,USN-5620-1 -- OpenEXR vulnerabilities,USN-5620-1 -- OpenEXR vulnerabilities,https://ubuntu_com/security/CVE-2021-3933
CVE-2020-15648,209438_0,False,placeholder,placeholder,True,RHSA-2020:4080: firefox security and bug fix update (Important),RHSA-2020:4080,https://access_redhat_com/errata/RHSA-2020:4080
CVE-2024-44938,14530197_0,False,placeholder,placeholder,True,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,https://ubuntu_com/security/CVE-2024-44938
CVE-2021-43541,187440_0,False,placeholder,placeholder,True,RHSA-2021:5014: firefox security update (Important),RHSA-2021:5014,https://access_redhat_com/errata/RHSA-2021:5014
CVE-2024-42270,4141973_0,False,placeholder,placeholder,True,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,https://ubuntu_com/security/CVE-2024-42270
CVE-2021-23987,1152515_0,False,placeholder,placeholder,True,RHSA-2021:0992: firefox security update (Important),RHSA-2021:0992,https://access_redhat_com/errata/RHSA-2021:0992
CVE-2021-27219,1073188_0,False,placeholder,placeholder,True,RHSA-2021:2147: glib2 security update (Important),RHSA-2021:2147,https://access_redhat_com/errata/RHSA-2021:2147
CVE-2024-44954,31571530_0,False,placeholder,placeholder,True,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,USN-7154-2 -- Linux kernel (HWE) vulnerabilities,https://ubuntu_com/security/CVE-2024-44954
CVE-2022-48339,1057389_0,False,placeholder,placeholder,True,RHSA-2023:3481: emacs security update (Moderate),RHSA-2023:3481,https://access_redhat_com/errata/RHSA-2023:3481
CVE-2020-26137,71618_0,False,placeholder,placeholder,True,RHSA-2022:5235: python security update (Moderate),RHSA-2022:5235,https://access_redhat_com/errata/RHSA-2022:5235
